18.09.2025 23:00:27
2								
11								
1								
Type		
1								
360								
2								
0								
4	0	0	6	0	2	0	4	0 272.685000
4	6	0	12	0	8	0	10	0 173.497000
4	12	0	18	0	14	0	16	0 227.549000
4	18	0	24	0	20	0	22	0 323.617000
4	24	0	30	0	26	0	28	0 308.956000
4	30	0	36	0	32	0	34	0 124.487000
4	36	0	42	0	38	0	40	0 149.481000
4	42	0	48	0	44	0	46	0 77.561200
4	48	0	54	0	50	0	52	0 146.089000
4	54	0	60	0	56	0	58	0 150.441000
4	60	0	66	0	62	0	64	0 205.226000
4	66	0	72	0	68	0	70	0 247.986000
4	72	0	78	0	74	0	76	0 0.000000
4	78	0	84	0	80	0	82	0 215.435000
4	84	0	90	0	86	0	88	0 197.092000
4	0	0	12	0	4	0	8	0 97.727400
4	6	0	18	0	10	0	14	0 81.944000
4	12	0	24	0	16	0	20	0 98.236700
4	18	0	30	0	22	0	26	0 84.935400
4	24	0	36	0	28	0	32	0 58.405100
4	30	0	42	0	34	0	38	0 63.539500
4	36	0	48	0	40	0	44	0 80.984700
4	42	0	54	0	46	0	50	0 75.081000
4	48	0	60	0	52	0	56	0 73.282700
4	54	0	66	0	58	0	62	0 103.649000
4	60	0	72	0	64	0	68	0 112.225000
4	66	0	78	0	70	0	74	0 95.760700
4	72	0	84	0	76	0	80	0 0.000000
4	78	0	90	0	82	0	86	0 124.195000
4	2	0	20	0	8	0	14	0 84.153500
4	4	0	22	0	10	0	16	0 63.642800
4	20	0	38	0	26	0	32	0 60.155600
4	22	0	40	0	28	0	34	0 54.758100
4	38	0	56	0	44	0	50	0 61.279500
4	40	0	58	0	46	0	52	0 65.875300
4	56	0	74	0	62	0	68	0 82.945700
4	58	0	76	0	64	0	70	0 78.378200
4	74	0	92	0	80	0	86	0 85.429000
4	76	0	94	0	82	0	88	0 87.950800
4	0	0	24	0	8	0	16	0 69.119700
4	18	0	42	0	26	0	34	0 59.677700
4	36	0	60	0	44	0	52	0 56.805500
4	54	0	78	0	62	0	70	0 75.188300
4	6	0	36	0	16	0	26	0 62.830700
4	24	0	54	0	34	0	44	0 56.797200
4	42	0	72	0	52	0	62	0 53.712800
4	60	0	90	0	70	0	80	0 68.262100
4	2	0	38	0	14	0	26	0 54.516500
4	4	0	40	0	16	0	28	0 59.819500
4	20	0	56	0	32	0	44	0 53.077600
4	22	0	58	0	34	0	46	0 52.475400
4	38	0	74	0	50	0	62	0 48.023500
4	40	0	76	0	52	0	64	0 49.728000
4	56	0	92	0	68	0	80	0 64.826800
4	58	0	94	0	70	0	82	0 60.430100
4	0	0	42	0	14	0	28	0 54.996000
4	18	0	60	0	32	0	46	0 51.778000
4	36	0	78	0	50	0	64	0 49.860600
4	0	0	48	0	16	0	32	0 54.211700
4	12	0	60	0	28	0	44	0 53.083300
4	18	0	66	0	34	0	50	0 54.557900
4	30	0	78	0	46	0	62	0 49.762400
4	36	0	84	0	52	0	68	0 53.468500
4	8	0	62	0	26	0	44	0 50.236900
4	10	0	64	0	28	0	46	0 52.316700
4	14	0	68	0	32	0	50	0 51.472900
4	16	0	70	0	34	0	52	0 50.472800
4	6	0	66	0	26	0	46	0 48.506400
4	12	0	72	0	32	0	52	0 48.994300
4	6	0	72	0	28	0	50	0 47.956000
4	2	0	74	0	26	0	50	0 48.998200
4	4	0	76	0	28	0	52	0 47.124700
4	0	0	78	0	26	0	52	0 48.187500
4	2	0	8	0	4	0	6	0 109.946000
4	8	0	14	0	10	0	12	0 462.608000
4	14	0	20	0	16	0	18	0 1572.150000
4	20	0	26	0	22	0	24	0 220.910000
4	26	0	32	0	28	0	30	0 57.923600
4	32	0	38	0	34	0	36	0 189.409000
4	38	0	44	0	40	0	42	0 105.760000
4	44	0	50	0	46	0	48	0 164.957000
4	50	0	56	0	52	0	54	0 191.342000
4	56	0	62	0	58	0	60	0 132.347000
4	62	0	68	0	64	0	66	0 152.154000
4	68	0	74	0	70	0	72	0 398.251000
4	74	0	80	0	76	0	78	0 90.105500
4	80	0	86	0	82	0	84	0 150.248000
4	86	0	92	0	88	0	90	0 573.461000
4	2	0	14	0	6	0	10	0 87.523100
4	8	0	20	0	12	0	16	0 80.278900
4	14	0	26	0	18	0	22	0 72.344100
4	20	0	32	0	24	0	28	0 72.863200
4	26	0	38	0	30	0	34	0 61.887700
4	32	0	44	0	36	0	40	0 60.537000
4	38	0	50	0	42	0	46	0 70.283100
4	44	0	56	0	48	0	52	0 82.396100
4	50	0	62	0	54	0	58	0 73.632400
4	56	0	68	0	60	0	64	0 89.795100
4	62	0	74	0	66	0	70	0 129.368000
4	68	0	80	0	72	0	76	0 107.107000
4	74	0	86	0	78	0	82	0 76.486600
4	80	0	92	0	84	0	88	0 103.660000
4	0	0	18	0	6	0	12	0 76.115100
4	10	0	28	0	16	0	22	0 72.110700
4	18	0	36	0	24	0	30	0 63.622000
4	28	0	46	0	34	0	40	0 55.554600
4	36	0	54	0	42	0	48	0 61.063400
4	46	0	64	0	52	0	58	0 65.159000
4	54	0	72	0	60	0	66	0 71.679800
4	64	0	82	0	70	0	76	0 87.296300
4	72	0	90	0	78	0	84	0 0.000000
