18.08.2025 11:00:27
2								
11								
1								
Type		
1								
360								
2								
0								
4	0	0	6	0	2	0	4	0 285.378000
4	6	0	12	0	8	0	10	0 193.475000
4	12	0	18	0	14	0	16	0 175.284000
4	18	0	24	0	20	0	22	0 326.406000
4	24	0	30	0	26	0	28	0 327.162000
4	30	0	36	0	32	0	34	0 126.553000
4	36	0	42	0	38	0	40	0 176.928000
4	42	0	48	0	44	0	46	0 73.580900
4	48	0	54	0	50	0	52	0 149.492000
4	54	0	60	0	56	0	58	0 197.691000
4	60	0	66	0	62	0	64	0 217.305000
4	66	0	72	0	68	0	70	0 262.935000
4	72	0	78	0	74	0	76	0 0.000000
4	78	0	84	0	80	0	82	0 153.952000
4	84	0	90	0	86	0	88	0 198.120000
4	0	0	12	0	4	0	8	0 103.554000
4	6	0	18	0	10	0	14	0 87.912000
4	12	0	24	0	16	0	20	0 107.877000
4	18	0	30	0	22	0	26	0 100.185000
4	24	0	36	0	28	0	32	0 63.644100
4	30	0	42	0	34	0	38	0 69.672200
4	36	0	48	0	40	0	44	0 91.556500
4	42	0	54	0	46	0	50	0 95.403200
4	48	0	60	0	52	0	56	0 89.631100
4	54	0	66	0	58	0	62	0 125.791000
4	60	0	72	0	64	0	68	0 135.335000
4	66	0	78	0	70	0	74	0 115.347000
4	72	0	84	0	76	0	80	0 0.000000
4	78	0	90	0	82	0	86	0 150.415000
4	2	0	20	0	8	0	14	0 97.642700
4	4	0	22	0	10	0	16	0 70.715800
4	20	0	38	0	26	0	32	0 70.106000
4	22	0	40	0	28	0	34	0 61.084600
4	38	0	56	0	44	0	50	0 70.727100
4	40	0	58	0	46	0	52	0 79.575800
4	56	0	74	0	62	0	68	0 100.267000
4	58	0	76	0	64	0	70	0 93.396000
4	74	0	92	0	80	0	86	0 100.321000
4	76	0	94	0	82	0	88	0 105.997000
4	0	0	24	0	8	0	16	0 80.599000
4	18	0	42	0	26	0	34	0 68.558400
4	36	0	60	0	44	0	52	0 65.786200
4	54	0	78	0	62	0	70	0 89.787000
4	6	0	36	0	16	0	26	0 71.040000
4	24	0	54	0	34	0	44	0 65.315800
4	42	0	72	0	52	0	62	0 62.826900
4	60	0	90	0	70	0	80	0 77.282900
4	2	0	38	0	14	0	26	0 61.191200
4	4	0	40	0	16	0	28	0 68.107300
4	20	0	56	0	32	0	44	0 60.022200
4	22	0	58	0	34	0	46	0 58.531800
4	38	0	74	0	50	0	62	0 53.487600
4	40	0	76	0	52	0	64	0 56.531500
4	56	0	92	0	68	0	80	0 73.177700
4	58	0	94	0	70	0	82	0 66.049300
